199211050343, 59, 44, 39,136,
199211050414, 62, 41, 33,122,
199211050443, 66, 45, 32,129,
199211050513, 69, 44, 33,129,
199211050543, 66, 50, 45,122,
199211050613, 64, 44, 36,117,m
199211050659, 58, 50, 37,153,
199211050722, 52, 38, 32,163,
199211050751, 75, 47, 42,115,
199211050821, 63, 42, 32,129,
199211050851, 64, 44, 36,127,m
199211050922, 50, 43, 38,156,
199211050951, 74, 67, 53,159,
199211051021, 61, 41, 30,120,
199211051125, 76, 62, 43,178,
199211051155, 84, 79, 62,156,m
199211051225, 59, 46, 35,129,
199211051255, 68, 51, 44,129,
199211051325, 68, 44, 33,125,
199211051356, 74, 67, 53,166,
199211051436, 77, 58, 43,136,m
199211051505, 73, 50, 38,129,
199211051535, 90, 73, 62,159,
199211051605, 58, 40, 30,129,
199211051635, 68, 46, 38,138,
199211051705,104, 77, 58,147,m
199211051735, 66, 48, 43,129,
199211051804, 68, 46, 35,129,
199211051835, 82, 57, 52,178,
199211051905, 57, 46, 41,156,m
199211051935, 67, 65, 60,156,
199211052004, 73, 51, 39,133,
199211052044, 92, 86, 81, 88,
199211052113, 65, 44, 31,133,
199211052143, 81, 68, 51,156,
199211052212, 69, 45, 34,127,
199211052242, 65, 47, 41,127,
199211052326, 77, 70, 59,141,m
199211060013, 71, 52, 44,136,
199211060043, 70, 41, 34,119,
199211060113, 70, 44, 30,119,
199211060143, 66, 45, 35,125,
199211060213, 61, 46, 33,115,
199211060245,106, 85, 58,147,
199211060315, 93, 79, 58,141,m
199211060344, 67, 46, 35,127,
199211060414, 68, 52, 41,129,
199211060444, 64, 44, 35,127,
199211060514, 51, 44, 39,144,
199211060544, 56, 42, 30,127,
199211060614, 64, 49, 43,115,
199211060643, 76, 71, 64,136,m
199211060714, 58, 37, 29,122,
199211060743, 61, 40, 31,119,
199211060813, 65, 42, 30,129,
199211060844, 73, 68, 52, 76,
199211060917, 35, 30, 22,174,
199211060950, 41, 37, 29,197,
199211061020, 71, 47, 36,138,m
199211061049, 64, 41, 31,127,
199211061141, 76, 58, 48,117,
199211061211, 65, 40, 35,122,
199211061241, 70, 53, 44,129,
199211061323,106, 86, 72,156,m
199211061353, 78, 58, 48,133,
199211061423, 80, 54, 44,133,
199211061453, 78, 53, 41,122,
199211061523, 61, 39, 29,119,
199211061558,114, 73, 62,153,
199211061630, 70, 53, 45,138,m
199211061702, 46, 42, 36,192,
199211061731, 65, 59, 45,163,
199211061801, 65, 54, 35,166,
199211061831,100, 80, 66,156,
199211061901, 59, 41, 30,131,
199211061931, 67, 50, 45,159,
199211062000, 89, 74, 65,144,m:20:14
199211062044, 94, 80, 72,159,
199211062114, 68, 46, 33,127,
199211062144, 74, 56, 44,127,
199211062214, 76, 48, 38,125,
199211062244, 72, 49, 41,131,
199211062314, 60, 50, 35,122,
199211062343, 69, 47, 35,129,
199211070013, 64, 44, 30,111,m
199211070044, 73, 60, 52,141,u
199211070125, 72, 48, 33,138,
199211070154, 84, 79, 74,187,
199211070224, 74, 46, 38,122,
199211070254, 61, 41, 28,120,
199211070324, 69, 38, 29,108,
199211070354, 65, 39, 27,113,
199211070457,102, 98, 93,174,u:4:25
199211070526, 69, 41, 28,119,s
199211070556, 64, 41, 30,125,s
199211070626, 72, 49, 35,119,s
199211070656, 54, 35, 25,133,
199211070726, 62, 44, 30,120,
199211070800, 62, 51, 42,163,m&u
199211070830, 82, 75, 56,166,
199211070859, 63, 48, 40,129,
199211070929, 54, 41, 32,129,
199211070959, 57, 45, 36,129,
199211071029, 50, 38, 29,117,
199211071100,105, 47, 34,163,
199211071129, 80, 49, 38,147,
